UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,(*)Production_Qty,(*)Availability,(*)Quality_Rate,(*)Defect_Rate,(*)Power_Consumption,(*)Performance,(*)OEE,(*)Risk_Level,(*)Maintenance_Priority,(*)Equipment_ID,(*)Line
8200,L55379,L,299.2,310.7,1737,27,225,1,1,0,0,0,0,86.25,63.25,100,0,46.899,96.5,61.03625,Warning,Immediate,MC-8200,Line 101
8201,L55380,L,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,120,97.52,99.12,0.879999999999995,60.4624,79.2222222222222,76.5776450133333,Medium,Plan,MC-8201,Line 101
8202,M23061,M,299.3,310.9,1826,25.1,2,0,0,0,0,0,0,119.7,94.94,100,0,45.8326,100,94.94,Low,Normal,MC-8202,Line 102
8203,L55382,L,299.3,310.9,1669,32.4,5,0,0,0,0,0,0,119.25,96.28,100,0,54.0756,92.7222222222222,89.2729555555555,Low,Normal,MC-8203,Line 101
8204,M23063,M,299.4,310.9,1473,40.1,7,0,0,0,0,0,0,118.95,97.7,99.79,0.209999999999994,59.0673,81.8333333333333,79.7832692166667,Medium,Plan,MC-8204,Line 102
8205,L55384,L,299.4,310.9,1751,27.8,10,0,0,0,0,0,0,118.5,95.16,100,0,48.6778,97.2777777777778,92.5695333333333,Low,Normal,MC-8205,Line 101
8206,M23065,M,299.4,310.9,1446,47.3,12,0,0,0,0,0,0,118.2,96.06,97.63,2.36999999999999,68.3958,80.3333333333333,75.33931366,Medium,Plan,MC-8206,Line 102
8207,L55386,L,299.3,310.8,1483,43.5,15,0,0,0,0,0,0,117.75,96.7,98.79,1.20999999999999,64.5105,82.3888888888889,78.7060478833334,Medium,Plan,MC-8207,Line 101
8208,L55387,L,299.2,310.7,1535,42.6,17,0,0,0,0,0,0,117.45,96.8,99.08,0.920000000000002,65.391,85.2777777777778,81.7894391111111,Medium,Plan,MC-8208,Line 101
8209,L55388,L,299.2,310.7,1477,44,19,0,0,0,0,0,0,117.15,96.44,98.66,1.34,64.988,82.0555555555556,78.0739771155556,Medium,Plan,MC-8209,Line 101
8210,L55389,L,299.3,310.8,1391,46.9,21,0,0,0,0,0,0,116.85,95.78,97.77,2.22999999999999,65.2379,77.2777777777778,72.3660841366667,Medium,Plan,MC-8210,Line 101
8211,H37624,H,299.2,310.7,1636,29.4,23,0,0,0,0,0,0,116.55,94.96,100,0,48.0984,90.8888888888889,86.3080888888889,Low,Normal,MC-8211,Line 201
8212,L55391,L,299.2,310.6,1675,33.3,28,0,0,0,0,0,0,115.8,95.54,100,0,55.7775,93.0555555555556,88.9052777777778,Low,Normal,MC-8212,Line 101
8213,H37626,H,299.2,310.5,1329,48.9,30,0,0,0,0,0,0,115.5,95.02,97.23,2.77,64.9881,73.8333333333333,68.21310013,Warning,Normal,MC-8213,Line 201
8214,M23073,M,299.2,310.5,1548,33.5,35,0,0,0,0,0,0,114.75,95.3,100,0,51.858,86,81.958,Medium,Plan,MC-8214,Line 102
8215,L55394,L,299.2,310.5,1391,45.8,38,0,0,0,0,0,0,114.3,95.32,98.16,1.83999999999999,63.7078,77.2777777777778,72.3058121066667,Medium,Plan,MC-8215,Line 101
8216,L55395,L,299.1,310.5,1437,43.1,40,0,0,0,0,0,0,114,95.78,98.97,1.03,61.9347,79.8333333333333,75.67678369,Medium,Plan,MC-8216,Line 101
8217,L55396,L,299.2,310.6,1370,61.9,42,0,0,0,0,0,0,113.7,91.94,93.31,6.69,84.803,76.1111111111111,65.2951239888889,Warning,Normal,MC-8217,Line 101
8218,L55397,L,299.1,310.6,1577,37.1,44,0,0,0,0,0,0,113.4,95.66,100,0,58.5067,87.6111111111111,83.8087888888889,Medium,Plan,MC-8218,Line 101
8219,L55398,L,299.1,310.5,1485,37.8,46,0,0,0,0,0,0,113.1,95.72,100,0,56.133,82.5,78.969,Medium,Plan,MC-8219,Line 101
8220,L55399,L,299,310.4,1504,34.3,48,0,0,0,0,0,0,112.8,94.94,100,0,51.5872,83.5555555555556,79.3276444444445,Medium,Plan,MC-8220,Line 101
8221,M23080,M,298.9,310.3,1551,35.2,50,0,0,0,0,0,0,112.5,95.04,100,0,54.5952,86.1666666666667,81.8928,Medium,Plan,MC-8221,Line 102
8222,M23081,M,299.1,310.5,1428,43,53,0,0,0,0,0,0,112.05,95.28,99,1,61.404,79.3333333333333,74.832912,Medium,Plan,MC-8222,Line 102
8223,L55402,L,299,310.5,1755,27.9,56,0,0,0,0,0,0,111.6,93.34,100,0,48.9645,97.5,91.0065,Low,Normal,MC-8223,Line 101
8224,L55403,L,299.1,310.5,1329,54.9,58,0,0,0,0,0,0,111.3,92.7,95.43,4.56999999999999,72.9621,73.8333333333333,65.31563205,Warning,Normal,MC-8224,Line 101
8225,L55404,L,299.1,310.5,1496,35.2,60,0,0,0,0,0,0,111,94.64,100,0,52.6592,83.1111111111111,78.6563555555556,Medium,Plan,MC-8225,Line 101
8226,L55405,L,299.1,310.5,1532,36.6,62,0,0,0,0,0,0,110.7,94.84,100,0,56.0712,85.1111111111111,80.7193777777778,Medium,Plan,MC-8226,Line 101
8227,L55406,L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0,110.4,91.16,93.48,6.52,85.2846,77.1666666666667,65.75863064,Warning,Normal,MC-8227,Line 101
8228,M23087,M,299.1,310.4,1524,51.4,66,0,0,0,0,0,0,110.1,93.08,96.5,3.5,78.3336,84.6666666666667,76.0494626666667,Medium,Plan,MC-8228,Line 102
8229,M23088,M,299.1,310.4,1422,49.3,69,0,0,0,0,0,0,109.65,93.38,97.13,2.86999999999999,70.1046,79,71.65299526,Medium,Plan,MC-8229,Line 102
8230,L55409,L,299.1,310.5,1739,27.4,72,0,0,0,0,0,0,109.2,92.6,100,0,47.6486,96.6111111111111,89.4618888888889,Low,Normal,MC-8230,Line 101
8231,L55410,L,299.1,310.5,1736,26.9,74,0,0,0,0,0,0,108.9,92.42,100,0,46.6984,96.4444444444444,89.1339555555556,Low,Normal,MC-8231,Line 101
8232,L55411,L,299.1,310.5,1419,48.8,76,0,0,0,0,0,0,108.6,93.2,97.26,2.73999999999999,69.2472,78.8333333333333,71.4595156,Medium,Plan,MC-8232,Line 101
8233,L55412,L,299.1,310.6,1326,49.7,78,0,0,0,0,0,0,108.3,92.94,96.97,3.03,65.9022,73.6666666666667,66.39128626,Warning,Normal,MC-8233,Line 101
8234,M23093,M,299.1,310.6,1449,43.2,80,0,0,0,0,0,0,108,94.16,98.92,1.08000000000001,62.5968,80.5,74.98017296,Medium,Plan,MC-8234,Line 102
8235,L55414,L,299.2,310.6,1534,39.7,83,0,0,0,0,0,0,107.55,94.62,99.97,0.0300000000000011,60.8998,85.2222222222222,80.6130754866667,Medium,Plan,MC-8235,Line 101
8236,M23095,M,299.2,310.6,1443,50.9,85,0,0,0,0,0,0,107.25,92.42,96.61,3.39,73.4487,80.1666666666667,71.5783812033333,Medium,Plan,MC-8236,Line 102
8237,L55416,L,299.2,310.6,1498,41.1,88,0,0,0,0,0,0,106.8,94.26,99.55,0.450000000000003,61.5678,83.2222222222222,78.0922629666667,Medium,Plan,MC-8237,Line 101
8238,L55417,L,299.1,310.6,1796,26,90,0,0,0,0,0,0,106.5,91.6,100,0,46.696,99.7777777777778,91.3964444444444,Low,Normal,MC-8238,Line 101
8239,L55418,L,299.1,310.4,1519,45.3,92,0,0,0,0,0,0,106.2,93.26,98.33,1.67,68.8107,84.3888888888889,77.3867697788889,Medium,Plan,MC-8239,Line 101
8240,L55419,L,299,310.4,1339,49.6,94,0,0,0,0,0,0,105.9,92.32,97.04,2.95999999999999,66.4144,74.3888888888889,66.6430178844445,Warning,Normal,MC-8240,Line 101
8241,L55420,L,299,310.4,1483,41.5,96,0,0,0,0,0,0,105.6,93.86,99.47,0.530000000000001,61.5445,82.3888888888889,76.9203609922222,Medium,Plan,MC-8241,Line 101
8242,M23101,M,298.9,310.2,2099,20,98,0,0,0,0,0,0,105.3,90.08,100,0,41.98,100,90.08,Low,Normal,MC-8242,Line 102
8243,M23102,M,299,310.3,1689,29.7,101,0,0,0,0,0,0,104.85,91.9,100,0,50.1633,93.8333333333333,86.2328333333333,Low,Normal,MC-8243,Line 102
8244,H37657,H,299.1,310.4,1369,54.5,104,0,0,0,0,0,0,104.4,90.94,95.57,4.42999999999999,74.6105,76.0555555555556,66.1009161677778,Warning,Normal,MC-8244,Line 201
8245,L55424,L,299,310.4,1512,38.8,109,0,0,0,0,0,0,103.65,93.4,100,0,58.6656,84,78.456,Medium,Plan,MC-8245,Line 101
8246,M23105,M,299,310.3,1303,68.6,111,1,0,0,1,0,0,103.35,66.67,91.36,8.64,89.3858,72.3888888888889,44.0918637422222,High,Immediate,MC-8246,Line 102
8247,L55426,L,299,310.3,1552,39.9,114,0,0,0,0,0,0,102.9,93.42,99.97,0.0300000000000011,61.9248,86.2222222222222,80.52463536,Medium,Plan,MC-8247,Line 101
8248,L55427,L,299,310.4,1713,28,116,0,0,0,0,0,0,102.6,90.96,100,0,47.964,95.1666666666667,86.5636,Low,Normal,MC-8248,Line 101
8249,L55428,L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,102.3,92.46,98.71,1.29000000000001,64.2096,80.8888888888889,73.8250773866667,Medium,Plan,MC-8249,Line 101
8250,L55429,L,299,310.4,1524,39.8,120,0,0,0,0,0,0,102,93.16,99.98,0.019999999999996,60.6552,84.6666666666667,78.8596915733333,Medium,Plan,MC-8250,Line 101
8251,M23110,M,299,310.4,1394,45.2,122,0,0,0,0,0,0,101.7,92.08,98.36,1.64,63.0088,77.4444444444444,70.1413465955555,Medium,Plan,MC-8251,Line 102
8252,L55431,L,299,310.4,1981,21.2,125,0,0,0,0,0,0,101.25,89.24,100,0,41.9972,100,89.24,Low,Normal,MC-8252,Line 101
8253,L55432,L,299,310.4,1565,36.1,127,0,0,0,0,0,0,100.95,92.14,100,0,56.4965,86.9444444444444,80.1106111111111,Medium,Plan,MC-8253,Line 101
8254,L55433,L,299.1,310.4,1657,31,129,0,0,0,0,0,0,100.65,91.04,100,0,51.367,92.0555555555556,83.8073777777778,Medium,Plan,MC-8254,Line 101
8255,M23114,M,299,310.4,1625,37.1,131,0,0,0,0,0,0,100.35,92.18,100,0,60.2875,90.2777777777778,83.2180555555556,Medium,Plan,MC-8255,Line 102
8256,L55435,L,299,310.4,1606,31.1,134,0,0,0,0,0,0,99.9,90.86,100,0,49.9466,89.2222222222222,81.0673111111111,Medium,Plan,MC-8256,Line 101
8257,H37670,H,299,310.5,1336,56.8,136,0,0,0,0,0,0,99.6,89.2,94.86,5.13999999999999,75.8848,74.2222222222222,62.8032224,Warning,Normal,MC-8257,Line 201
8258,M23117,M,299,310.6,1587,34.2,141,0,0,0,0,0,0,98.85,91.2,100,0,54.2754,88.1666666666667,80.408,Medium,Plan,MC-8258,Line 102
8259,L55438,L,299.1,310.6,1602,39.7,144,0,0,0,0,0,0,98.4,92.18,99.97,0.0300000000000011,63.5994,89,82.01558794,Medium,Plan,MC-8259,Line 101
8260,L55439,L,299.1,310.5,1471,38.4,146,0,0,0,0,0,0,98.1,91.84,100,0,56.4864,81.7222222222222,75.0536888888889,Medium,Plan,MC-8260,Line 101
8261,H37674,H,299.1,310.6,1332,48,148,0,0,0,0,0,0,97.8,90.48,97.48,2.52000000000001,63.936,74,65.26792896,Warning,Normal,MC-8261,Line 201
8262,H37675,H,299.2,310.6,1434,48.4,153,0,0,0,0,0,0,97.05,90.2,97.36,2.64,69.4056,79.6666666666667,69.9622469333333,Warning,Normal,MC-8262,Line 201
8263,L55442,L,299.1,310.6,1921,23.9,158,0,0,0,0,0,0,96.3,88.46,100,0,45.9119,100,88.46,Low,Normal,MC-8263,Line 101
8264,H37677,H,299.2,310.6,1704,30.6,160,0,0,0,0,0,0,96,89.72,100,0,52.1424,94.6666666666667,84.9349333333333,Medium,Plan,MC-8264,Line 201
8265,M23124,M,299.1,310.6,1397,49.5,165,0,0,0,0,0,0,95.25,89.5,97.03,2.97,69.1515,77.6111111111111,67.3989246944445,Warning,Normal,MC-8265,Line 102
8266,H37679,H,299.1,310.6,1791,28,168,0,0,0,0,0,0,94.8,88.88,100,0,50.148,99.5,88.4356,Low,Normal,MC-8266,Line 201
8267,L55446,L,299.1,310.6,1818,24.1,173,0,0,0,0,0,0,94.05,87.9,100,0,43.8138,100,87.9,Low,Normal,MC-8267,Line 101
8268,L55447,L,299.2,310.7,1540,36.3,175,0,0,0,0,0,0,93.75,90.26,100,0,55.902,85.5555555555556,77.2224444444445,Medium,Plan,MC-8268,Line 101
8269,M23128,M,299.2,310.8,1502,39.8,177,0,0,0,0,0,0,93.45,90.88,99.9,0.0999999999999943,59.7796,83.4444444444444,75.7584768,Medium,Plan,MC-8269,Line 102
8270,H37683,H,299.2,310.8,1761,30.4,180,0,0,0,0,0,0,93,88.88,100,0,53.5344,97.8333333333333,86.9542666666667,Low,Normal,MC-8270,Line 201
8271,M23130,M,299.1,310.8,1517,38.4,185,0,0,0,0,0,0,92.25,90.28,100,0,58.2528,84.2777777777778,76.0859777777778,Medium,Plan,MC-8271,Line 102
8272,L55451,L,299.1,310.7,1309,51.1,188,0,0,0,0,0,0,91.8,88.26,96.53,3.47,66.8899,72.7222222222222,61.9574265566667,Warning,Normal,MC-8272,Line 101
8273,L55452,L,298.9,310.6,1363,52.6,190,0,0,0,0,0,0,91.5,87.88,96.1,3.90000000000001,71.6938,75.7222222222222,63.9494460222222,Warning,Normal,MC-8273,Line 101
8274,M23133,M,299,310.6,1787,22.2,192,0,0,0,0,0,0,91.2,86.76,100,0,39.6714,99.2777777777778,86.1334,Low,Normal,MC-8274,Line 102
8275,L55454,L,298.9,310.5,1640,29.2,195,0,0,0,0,0,0,90.75,88.04,100,0,47.888,91.1111111111111,80.2142222222222,Medium,Plan,MC-8275,Line 101
8276,M23135,M,298.9,310.6,1720,25.3,197,0,0,0,0,0,0,90.45,87.18,100,0,43.516,95.5555555555556,83.3053333333333,Medium,Plan,MC-8276,Line 102
8277,L55456,L,298.8,310.5,1384,52.8,200,0,0,0,0,0,0,90,87.44,96.06,3.94,73.0752,76.8888888888889,64.5827176533333,Warning,Normal,MC-8277,Line 101
8278,H37691,H,298.8,310.5,1294,55.8,202,0,0,0,0,0,0,89.7,86.76,95.16,4.83999999999999,72.2052,71.8888888888889,59.35205328,High,Urgent,MC-8278,Line 201
8279,L55458,L,298.8,310.5,1464,46.4,207,0,0,0,0,0,0,88.95,88.44,97.98,2.02,67.9296,81.3333333333333,70.47818976,Medium,Plan,MC-8279,Line 101
8280,L55459,L,298.8,310.6,1803,25.4,209,0,0,0,0,0,0,88.65,86.72,100,0,45.7962,100,86.72,Low,Normal,MC-8280,Line 101
8281,L55460,L,298.8,310.6,1602,39.1,211,0,0,0,0,0,0,88.35,89.38,100,0,62.6382,89,79.5482,Medium,Plan,MC-8281,Line 101
8282,H37695,H,298.9,310.6,1519,38.8,213,0,0,0,0,0,0,88.05,89.24,100,0,58.9372,84.3888888888889,75.3086444444445,Medium,Plan,MC-8282,Line 201
8283,M23142,M,298.9,310.7,1638,33.6,218,0,0,0,0,0,0,87.3,88,100,0,55.0368,91,80.08,Medium,Plan,MC-8283,Line 102
8284,H37697,H,298.9,310.6,1615,33,221,0,0,0,0,0,0,86.85,87.76,100,0,53.295,89.7222222222222,78.7402222222222,Medium,Plan,MC-8284,Line 201
8285,L55464,L,298.8,310.6,1651,33.3,0,0,0,0,0,0,0,120,96.66,100,0,54.9783,91.7222222222222,88.6587,Low,Normal,MC-8285,Line 101
8286,L55465,L,298.9,310.6,1387,52.7,2,0,0,0,0,0,0,119.7,95.38,96.07,3.93000000000001,73.0949,77.0555555555556,70.6072122455555,Medium,Plan,MC-8286,Line 101
8287,M23146,M,298.8,310.5,1678,32.8,4,0,0,0,0,0,0,119.4,96.4,100,0,55.0384,93.2222222222222,89.8662222222222,Low,Normal,MC-8287,Line 102
8288,L55467,L,298.9,310.6,1585,38.1,7,0,0,0,0,0,0,118.95,97.34,100,0,60.3885,88.0555555555556,85.7132777777778,Low,Normal,MC-8288,Line 101
8289,M23148,M,298.8,310.6,1640,33.8,9,0,0,0,0,0,0,118.65,96.4,100,0,55.432,91.1111111111111,87.8311111111111,Low,Normal,MC-8289,Line 102
8290,L55469,L,298.9,310.6,1406,43.8,12,0,0,0,0,0,0,118.2,96.76,98.74,1.26000000000001,61.5828,78.1111111111111,74.6279991911111,Medium,Plan,MC-8290,Line 101
8291,M23150,M,298.9,310.6,1679,35.8,14,0,0,0,0,0,0,117.9,96.6,100,0,60.1082,93.2777777777778,90.1063333333333,Low,Normal,MC-8291,Line 102
8292,L55471,L,298.9,310.5,1717,26.9,17,0,0,0,0,0,0,117.45,94.7,100,0,46.1873,95.3888888888889,90.3332777777778,Low,Normal,MC-8292,Line 101
8293,H37706,H,298.9,310.5,1429,39.9,19,0,0,0,0,0,0,117.15,97.22,99.93,0.0699999999999932,57.0171,79.3888888888889,77.1278504633333,Medium,Plan,MC-8293,Line 201
8294,M23153,M,298.9,310.4,1533,44.4,24,0,0,0,0,0,0,116.4,96.16,98.6,1.39999999999999,68.0652,85.1666666666667,80.7497189333334,Medium,Plan,MC-8294,Line 102
8295,M23154,M,298.9,310.5,1525,38.5,27,0,0,0,0,0,0,115.95,96.62,100,0,58.7125,84.7222222222222,81.8586111111111,Medium,Plan,MC-8295,Line 102
8296,L55475,L,298.9,310.4,1739,26.3,30,0,0,0,0,0,0,115.5,94.06,100,0,45.7357,96.6111111111111,90.8724111111111,Low,Normal,MC-8296,Line 101
8297,L55476,L,298.9,310.3,1436,39,32,0,0,0,0,0,0,115.2,96.52,100,0,56.004,79.7777777777778,77.0015111111111,Medium,Plan,MC-8297,Line 101
8298,M23157,M,298.8,310.2,1595,33.1,34,0,0,0,0,0,0,114.9,95.26,100,0,52.7945,88.6111111111111,84.4109444444445,Medium,Plan,MC-8298,Line 102
8299,H37712,H,298.7,310.1,1435,45.6,37,0,0,0,0,0,0,114.45,95.4,98.3,1.70000000000002,65.436,79.7222222222222,74.762065,Medium,Plan,MC-8299,Line 201
8300,L55479,L,298.7,310,1637,31.8,42,0,0,0,0,0,0,113.7,94.68,100,0,52.0566,90.9444444444445,86.1062,Low,Normal,MC-8300,Line 101
8301,L55480,L,298.7,310.1,1558,37.6,44,0,0,0,0,0,0,113.4,95.76,100,0,58.5808,86.5555555555556,82.8856,Medium,Plan,MC-8301,Line 101
8302,M23161,M,298.7,310.1,1644,34.1,46,0,0,0,0,0,0,113.1,94.98,100,0,56.0604,91.3333333333333,86.7484,Low,Normal,MC-8302,Line 102
8303,L55482,L,298.7,310.1,1641,31.1,49,0,0,0,0,0,0,112.65,94.26,100,0,51.0351,91.1666666666667,85.9337,Low,Normal,MC-8303,Line 101
8304,L55483,L,298.8,310.2,1504,41,51,0,0,0,0,0,0,112.35,95.76,99.66,0.339999999999989,61.664,83.5555555555556,79.74075648,Medium,Plan,MC-8304,Line 101
8305,M23164,M,298.7,310.1,1506,50.7,53,0,0,0,0,0,0,112.05,93.74,96.77,3.23000000000002,76.3542,83.6666666666667,75.8958723266666,Medium,Plan,MC-8305,Line 102
8306,H37719,H,298.8,310.1,1380,44,56,0,0,0,0,0,0,111.6,94.96,98.78,1.22000000000001,60.72,76.6666666666667,71.9144741333333,Medium,Plan,MC-8306,Line 201
8307,M23166,M,298.7,310.1,1549,42.5,61,0,0,0,0,0,0,110.85,95.06,99.23,0.77000000000001,65.8325,86.0555555555556,81.1745171455555,Medium,Plan,MC-8307,Line 102
8308,M23167,M,298.7,310.1,1402,69.7,64,1,0,0,1,0,0,110.4,68.08,91.07,8.93000000000001,97.7194,77.8888888888889,48.2914662844444,High,Immediate,MC-8308,Line 102
8309,L55488,L,298.7,310.1,1401,45.3,67,0,0,0,0,0,0,109.95,94.26,98.39,1.61000000000001,63.4653,77.8333333333333,72.18451223,Medium,Plan,MC-8309,Line 101
8310,M23169,M,298.7,310,1459,40.2,69,0,0,0,0,0,0,109.65,95.2,99.94,0.0600000000000023,58.6518,81.0555555555556,77.1185899555555,Medium,Plan,MC-8310,Line 102
8311,L55490,L,298.7,309.9,1465,39.7,72,0,0,0,0,0,0,109.2,95.06,100,0,58.1605,81.3888888888889,77.3682777777778,Medium,Plan,MC-8311,Line 101
8312,M23171,M,298.8,310,1295,52.7,74,0,0,0,0,0,0,108.9,92.5,96.19,3.81,68.2465,71.9444444444444,64.0131090277778,Warning,Normal,MC-8312,Line 102
8313,M23172,M,298.8,310,1529,38.5,77,0,0,0,0,0,0,108.45,94.62,100,0,58.8665,84.9444444444444,80.3744333333333,Medium,Plan,MC-8313,Line 102
8314,M23173,M,298.8,310,1484,44.9,80,0,0,0,0,0,0,108,93.82,98.53,1.47,66.6316,82.4444444444444,76.2123419244444,Medium,Plan,MC-8314,Line 102
8315,L55494,L,298.8,309.9,1739,30.6,83,0,0,0,0,0,0,107.55,92.8,100,0,53.2134,96.6111111111111,89.6551111111111,Low,Normal,MC-8315,Line 101
8316,H37729,H,298.7,309.8,1422,40.7,85,0,0,0,0,0,0,107.25,94.46,99.83,0.170000000000016,57.8754,79,74.49654022,Medium,Plan,MC-8316,Line 201
8317,L55496,L,298.8,309.8,1463,40,90,0,0,0,0,0,0,106.5,94.4,100,0,58.52,81.2777777777778,76.7262222222222,Medium,Plan,MC-8317,Line 101
8318,L55497,L,298.7,309.7,1667,30.4,92,0,0,0,0,0,0,106.2,92.4,100,0,50.6768,92.6111111111111,85.5726666666667,Low,Normal,MC-8318,Line 101
8319,H37732,H,298.7,309.7,1565,39.3,94,0,0,0,0,0,0,105.9,94.1,100,0,61.5045,86.9444444444444,81.8147222222222,Medium,Plan,MC-8319,Line 201
8320,L55499,L,298.7,309.7,1393,45.7,99,0,0,0,0,0,0,105.15,92.9,98.35,1.65000000000001,63.6601,77.3888888888889,70.7080221944444,Medium,Plan,MC-8320,Line 101
8321,M23180,M,298.8,309.7,1453,47.7,101,0,0,0,0,0,0,104.85,92.42,97.75,2.25,69.3081,80.7222222222222,72.9248995277778,Medium,Plan,MC-8321,Line 102
8322,L55501,L,298.8,309.6,1442,50,104,0,0,0,0,0,0,104.4,91.84,97.08,2.92,72.1,80.1111111111111,71.4256823466667,Medium,Plan,MC-8322,Line 101
8323,L55502,L,298.7,309.6,1364,44.9,106,0,0,0,0,0,0,104.1,92.78,98.61,1.39,61.2436,75.7777777777778,69.3293601733333,Warning,Normal,MC-8323,Line 101
8324,H37737,H,298.7,309.5,1453,40.4,108,0,0,0,0,0,0,103.8,93.6,99.98,0.0200000000000102,58.7012,80.7222222222222,75.5408888,Medium,Plan,MC-8324,Line 201
8325,M23184,M,298.7,309.5,1394,46,113,0,0,0,0,0,0,103.05,92.28,98.3,1.7,64.124,77.4444444444444,70.2508158666667,Medium,Plan,MC-8325,Line 102
8326,M23185,M,298.7,309.5,1500,38.8,116,0,0,0,0,0,0,102.6,93.12,100,0,58.2,83.3333333333333,77.6,Medium,Plan,MC-8326,Line 102
8327,H37740,H,298.6,309.5,1523,34.2,119,0,0,0,0,0,0,102.15,92.08,100,0,52.0866,84.6111111111111,77.9099111111111,Medium,Plan,MC-8327,Line 201
8328,M23187,M,298.7,309.6,1254,57.1,124,0,0,0,0,0,0,101.4,89.62,94.95,5.05,71.6034,69.6666666666667,59.2822857,High,Urgent,MC-8328,Line 102
8329,L55508,L,298.6,309.5,1325,52.2,127,0,0,0,0,0,0,100.95,90.48,96.44,3.56,69.165,73.6111111111111,64.2322546666667,Warning,Normal,MC-8329,Line 101
8330,L55509,L,298.8,309.7,1424,49.6,129,0,0,0,0,0,0,100.65,90.92,97.18,2.81999999999999,70.6304,79.1111111111111,69.8994576355556,Warning,Normal,MC-8330,Line 101
8331,L55510,L,298.8,309.7,1505,39,131,0,0,0,0,0,0,100.35,92.56,100,0,58.695,83.6111111111111,77.3904444444445,Medium,Plan,MC-8331,Line 101
8332,M23191,M,298.8,309.7,1392,48.7,133,0,0,0,0,0,0,100.05,90.94,97.45,2.55,67.7904,77.3333333333333,68.5335965333333,Warning,Normal,MC-8332,Line 102
8333,L55512,L,298.8,309.7,1529,44,136,0,0,0,0,0,0,99.6,91.76,98.86,1.14,67.276,84.9444444444444,77.0564489688889,Medium,Plan,MC-8333,Line 101
8334,M23193,M,298.8,309.7,1477,48.5,138,0,0,0,0,0,0,99.3,90.78,97.51,2.48999999999999,71.6345,82.0555555555556,72.6352315033333,Medium,Plan,MC-8334,Line 102
8335,M23194,M,298.8,309.7,1459,47.3,141,0,0,0,0,0,0,98.85,90.9,97.87,2.13,69.0107,81.0555555555556,72.11012665,Medium,Plan,MC-8335,Line 102
8336,M23195,M,299,309.8,2240,15.9,144,0,0,0,0,0,0,98.4,87.42,100,0,35.616,100,87.42,Low,Normal,MC-8336,Line 102
8337,L55516,L,298.9,309.7,1449,48.8,147,0,0,0,0,0,0,97.95,90.36,97.42,2.58,70.7112,80.5,70.86311316,Medium,Plan,MC-8337,Line 101
8338,M23197,M,298.8,309.7,1589,35.3,149,0,0,0,0,0,0,97.65,91.1,100,0,56.0917,88.2777777777778,80.4210555555555,Medium,Plan,MC-8338,Line 102
8339,L55518,L,298.8,309.7,1740,28.5,152,0,0,0,0,0,0,97.2,89.62,100,0,49.59,96.6666666666667,86.6326666666667,Low,Normal,MC-8339,Line 101
8340,M23199,M,298.8,309.7,1499,40.3,154,0,0,0,0,0,0,96.9,91.78,99.97,0.0300000000000011,60.4097,83.2777777777778,76.4094147411111,Medium,Plan,MC-8340,Line 102
8341,M23200,M,298.8,309.7,1480,38.1,157,0,0,0,0,0,0,96.45,91.34,100,0,56.388,82.2222222222222,75.1017777777778,Medium,Plan,MC-8341,Line 102
8342,L55521,L,298.8,309.7,1751,29.6,160,0,0,0,0,0,0,96,89.52,100,0,51.8296,97.2777777777778,87.0830666666667,Low,Normal,MC-8342,Line 101
8343,L55522,L,298.7,309.7,1510,40.6,162,0,0,0,0,0,0,95.7,91.4,99.88,0.120000000000005,61.306,83.8888888888889,76.5824351111111,Medium,Plan,MC-8343,Line 101
8344,H37757,H,298.8,309.8,1437,48.2,164,0,0,0,0,0,0,95.4,89.8,97.58,2.42000000000002,69.2634,79.8333333333333,69.9554272666667,Warning,Normal,MC-8344,Line 201
8345,L55524,L,298.8,309.7,1609,40.4,169,0,0,0,0,0,0,94.65,91.16,99.94,0.0600000000000023,65.0036,89.3888888888889,81.4380189644444,Medium,Plan,MC-8345,Line 101
8346,H37759,H,298.8,309.8,1490,35.9,171,0,0,0,0,0,0,94.35,90.34,100,0,53.491,82.7777777777778,74.7814444444444,Medium,Plan,MC-8346,Line 201
8347,L55526,L,298.7,309.7,1601,35.7,176,0,0,0,0,0,0,93.6,90.1,100,0,57.1557,88.9444444444444,80.1389444444444,Medium,Plan,MC-8347,Line 101
8348,L55527,L,298.7,309.6,1665,31.1,178,0,0,0,0,0,0,93.3,89.1,100,0,51.7815,92.5,82.4175,Medium,Plan,MC-8348,Line 101
8349,M23208,M,298.7,309.6,1452,42.7,180,0,0,0,0,0,0,93,90.26,99.27,0.730000000000004,62.0004,80.6666666666667,72.27822228,Medium,Plan,MC-8349,Line 102
8350,M23209,M,298.7,309.5,1487,33.6,183,0,0,0,0,0,0,92.55,89.4,100,0,49.9632,82.6111111111111,73.8543333333333,Medium,Plan,MC-8350,Line 102
8351,M23210,M,298.7,309.6,1382,48.1,186,0,0,0,0,0,0,92.1,88.94,97.65,2.35000000000001,66.4742,76.7777777777778,66.6814309,Warning,Normal,MC-8351,Line 102
